college_name,college_type,financial_aid,major,roi,total_cost
Florida Agricultural and Mechanical University(In-State),instate,,science,311000,81900
University of Connecticut(Out-of-State),outofstate,,science,311000,197000
University of Louisiana at Lafayette(Out-of-State),outofstate,,science,311000,134000
Christopher Newport University(In-State),instate,,science,310000,109000
University of Mary Washington(In-State),instate,,science,310000,101000
University of Memphis(In-State),instate,,science,310000,95800
Millersville University of Pennsylvania(In-State),instate,,science,309000,101000
Salem State University(Out-of-State),outofstate,,science,309000,120000
University of Cincinnati-Main Campus(In-State),instate,,science,309000,111000
College of William and Mary(In-State),instate,,science,307000,129000
Georgia State University(In-State),instate,,science,307000,103000
Louisiana State University and Agricultural & Mechanical College(Out-of-State),outofstate,,science,307000,172000
Northwest Missouri State University(In-State),instate,,science,307000,72200
University of Washington-Seattle Campus(Out-of-State),outofstate,,science,307000,194000
University of Massachusetts-Amherst(Out-of-State),outofstate,,science,306000,174000
Pennsylvania State University-Main Campus(Out-of-State),outofstate,,science,305000,193000
University of Iowa(In-State),instate,,science,305000,84400
University of Oklahoma-Norman Campus(In-State),instate,,science,305000,99900
North Dakota State University-Main Campus(In-State),instate,,science,304000,80400
University of Nevada-Reno(In-State),instate,,science,304000,91500
Humboldt State University(In-State),instate,,science,303000,92700
Louisiana Tech University(In-State),instate,,science,303000,76400
Northern Kentucky University(In-State),instate,,science,302000,82900
Stockton University(Out-of-State),outofstate,,science,302000,142000
Utah State University(In-State),instate,,science,302000,74000
Northern Illinois University(In-State),instate,,science,301000,115000
Roger Williams University(Private),private,,science,301000,201000
SUNY at Binghamton(Out-of-State),outofstate,,science,300000,146000
University of North Carolina at Charlotte(In-State),instate,,science,300000,82300
SUNY at Albany(In-State),instate,,science,299000,94700
University of Arizona(Out-of-State),outofstate,,science,299000,183000
University of Virginia-Main Campus(Out-of-State),outofstate,,science,299000,229000
Winona State University(Out-of-State),outofstate,,science,299000,107000
Case Western Reserve University(Private),private,,science,298000,242000
Rutgers University-Newark(In-State),instate,,science,298000,122000
University of Houston(In-State),instate,,science,297000,94000
University of Missouri-Kansas City(In-State),instate,,science,297000,98200
University of Wisconsin-Whitewater(In-State),instate,,science,297000,70400
Rochester Institute of Technology(Private),private,,science,296000,201000
Clemson University(In-State),instate,,science,295000,114000
Salisbury University(Out-of-State),outofstate,,science,294000,128000
California State University-Dominguez Hills(In-State),instate,,science,293000,90000
Eastern Michigan University(In-State),instate,,science,293000,88400
St Lawrence University(Private),private,,science,293000,251000
Shippensburg University of Pennsylvania(Out-of-State),outofstate,,science,292000,136000
University of New Hampshire-Main Campus(In-State),instate,,science,291000,125000
East Stroudsburg University of Pennsylvania(In-State),instate,,science,290000,87000
George Mason University(In-State),instate,,science,290000,106000
University of Pittsburgh-Pittsburgh Campus(In-State),instate,,science,290000,130000
Kean University(In-State),instate,,science,289000,112000
University of Maryland-Baltimore County(Out-of-State),outofstate,,science,289000,153000
Rowan University(In-State),instate,,science,288000,113000
SUNY College at Potsdam(In-State),instate,,science,288000,89400
University of North Texas(In-State),instate,,science,288000,86400
Armstrong State University(In-State),instate,,science,287000,95300
Northwest Missouri State University(Out-of-State),outofstate,,science,287000,92500
Keene State College(In-State),instate,,science,286000,103000
Montana State University(In-State),instate,,science,286000,79800
Western Kentucky University(In-State),instate,,science,286000,78200
Suffolk University(Private),private,,science,283000,207000
North Carolina State University at Raleigh(Out-of-State),outofstate,,science,282000,153000
University of Rhode Island(Out-of-State),outofstate,,science,282000,174000
Arizona State University-Tempe(In-State),instate,,science,281000,100000
California State University-San Marcos(Out-of-State),outofstate,,science,281000,141000
Eastern Washington University(In-State),instate,,science,281000,88000
Minnesota State University Moorhead(In-State),instate,,science,281000,78900
Temple University(Out-of-State),outofstate,,science,281000,166000
Texas State University(In-State),instate,,science,281000,83300
University of Missouri-St Louis(In-State),instate,,science,281000,94300
University of New Orleans(In-State),instate,,science,281000,85700
Rhode Island College(In-State),instate,,science,280000,83300
University of Missouri-Columbia(In-State),instate,,science,280000,96600
Pacific Lutheran University(Private),private,,science,279000,204000
Southern Illinois University-Edwardsville(In-State),instate,,science,279000,93500
University of Wisconsin-River Falls(In-State),instate,,science,279000,73600
University of Wyoming(In-State),instate,,science,278000,75600
West Texas A & M University(In-State),instate,,science,278000,80000
Clarkson University(Private),private,,science,276000,244000
Portland State University(In-State),instate,,science,276000,94700
University of Arkansas at Little Rock(In-State),instate,,science,276000,90800
SUNY College at Cortland(Out-of-State),outofstate,,science,274000,133000
Texas A & M University-College Station(Out-of-State),outofstate,,science,274000,169000
University of Colorado Boulder(Out-of-State),outofstate,,science,274000,210000
West Texas A & M University(Out-of-State),outofstate,,science,274000,83500
University of Vermont(In-State),instate,,science,273000,122000
Purdue University-Calumet Campus(In-State),instate,,science,272000,86500
Frostburg State University(In-State),instate,,science,271000,81500
Central Washington University(In-State),instate,,science,270000,90500
University of Nevada-Las Vegas(Out-of-State),outofstate,,science,270000,145000
Florida International University(In-State),instate,,science,269000,92800
University of Alabama in Huntsville(Out-of-State),outofstate,,science,269000,143000
Northern Kentucky University(Out-of-State),outofstate,,science,268000,117000
Christopher Newport University(Out-of-State),outofstate,,science,267000,152000
Millersville University of Pennsylvania(Out-of-State),outofstate,,science,267000,144000
University of California-Santa Cruz(Out-of-State),outofstate,,science,267000,235000
Missouri State University-Springfield(In-State),instate,,science,266000,79900
Marshall University(In-State),instate,,science,265000,79300
SUNY at Fredonia(In-State),instate,,science,265000,91000
St Olaf College(Private),private,,science,265000,216000
University of Wisconsin-Whitewater(Out-of-State),outofstate,,science,265000,102000
Boise State University(In-State),instate,,science,264000,80500
Northern Illinois University(Out-of-State),outofstate,,science,264000,152000
University of Nebraska-Lincoln(In-State),instate,,science,264000,92700
Florida Agricultural and Mechanical University(Out-of-State),outofstate,,science,263000,130000
Fordham University(Private),private,,science,263000,266000
Kean University(Out-of-State),outofstate,,science,263000,138000
University at Buffalo(Out-of-State),outofstate,,science,263000,157000
Carleton College(Private),private,,science,262000,254000
University of San Diego(Private),private,,science,261000,243000
Ursinus College(Private),private,,science,261000,248000
North Dakota State University-Main Campus(Out-of-State),outofstate,,science,260000,125000
Purdue University-Main Campus(Out-of-State),outofstate,,science,260000,168000
Truman State University(In-State),instate,,science,260000,81500
University of Memphis(Out-of-State),outofstate,,science,260000,146000
Humboldt State University(Out-of-State),outofstate,,science,259000,137000
Indiana University-Bloomington(Out-of-State),outofstate,,science,259000,190000
Kansas State University(In-State),instate,,science,259000,89900
Marquette University(Private),private,,science,258000,204000
The University of Texas at San Antonio(In-State),instate,,science,258000,85500
Texas Woman's University(In-State),instate,,science,257000,74500
Baldwin Wallace University(Private),private,,science,256000,169000
Rowan University(Out-of-State),outofstate,,science,256000,145000
University of Mary Washington(Out-of-State),outofstate,,science,256000,156000
Virginia Commonwealth University(In-State),instate,,science,256000,118000
Murray State University(In-State),instate,,science,255000,80100
Wayne State University(In-State),instate,,science,255000,97900
Keene State College(Out-of-State),outofstate,,science,254000,134000
Washington State University(In-State),instate,,science,254000,111000
Minnesota State University Moorhead(Out-of-State),outofstate,,science,253000,107000
University of Houston(Out-of-State),outofstate,,science,253000,137000
Utah State University(Out-of-State),outofstate,,science,253000,123000
University of Missouri-Kansas City(Out-of-State),outofstate,,science,252000,143000
University of North Texas(Out-of-State),outofstate,,science,252000,123000
University of Oklahoma-Norman Campus(Out-of-State),outofstate,,science,252000,153000
University of Wisconsin-Madison(Out-of-State),outofstate,,science,252000,172000
University of Minnesota-Duluth(In-State),instate,,science,251000,94700
Western Michigan University(In-State),instate,,science,251000,93000
Auburn University at Montgomery(In-State),instate,,science,250000,75100
SUNY College at Potsdam(Out-of-State),outofstate,,science,249000,128000
SUNY at Albany(Out-of-State),outofstate,,science,249000,145000
University of Illinois at Chicago(In-State),instate,,science,249000,118000
University of Nevada-Reno(Out-of-State),outofstate,,science,249000,147000
University of Wisconsin-River Falls(Out-of-State),outofstate,,science,249000,104000
California State University-Dominguez Hills(Out-of-State),outofstate,,science,248000,135000
Georgia State University(Out-of-State),outofstate,,science,248000,162000
Southeast Missouri State University(In-State),instate,,science,248000,79700
The University of Montana(In-State),instate,,science,248000,75700
University of Cincinnati-Main Campus(Out-of-State),outofstate,,science,248000,172000
University of North Carolina at Charlotte(Out-of-State),outofstate,,science,248000,134000
University of North Georgia(In-State),instate,,science,248000,73600
University of Northern Colorado(In-State),instate,,science,248000,88400
University of Pittsburgh-Pittsburgh Campus(Out-of-State),outofstate,,science,248000,172000
Armstrong State University(Out-of-State),outofstate,,science,247000,136000
East Stroudsburg University of Pennsylvania(Out-of-State),outofstate,,science,247000,129000
Texas A & M University-Corpus Christi(In-State),instate,,science,247000,82400
Indiana University-Purdue University-Indianapolis(Out-of-State),outofstate,,science,245000,172000
Louisiana Tech University(Out-of-State),outofstate,,science,244000,136000
The University of Texas at Arlington(In-State),instate,,science,244000,91900
Mount Holyoke College(Private),private,,science,243000,232000
University of Wisconsin-Platteville(In-State),instate,,science,242000,73300
The University of Tennessee-Chattanooga(In-State),instate,,science,241000,87400
University of South Florida-Main Campus(In-State),instate,,science,241000,84200
Wichita State University(In-State),instate,,science,241000,83100
Mississippi State University(In-State),instate,,science,239000,90800
Missouri State University-Springfield(Out-of-State),outofstate,,science,239000,107000
Texas State University(Out-of-State),outofstate,,science,239000,125000
Hanover College(Private),private,,science,238000,187000
Ohio State University-Main Campus(In-State),instate,,science,238000,103000
Rutgers University-Newark(Out-of-State),outofstate,,science,238000,182000
University of New Hampshire-Main Campus(Out-of-State),outofstate,,science,238000,178000
University of Wisconsin-Milwaukee(In-State),instate,,science,238000,91600
Northeastern State University(In-State),instate,,science,237000,62200
Purdue University-Calumet Campus(Out-of-State),outofstate,,science,237000,121000
Arkansas State University-Main Campus(In-State),instate,,science,236000,85200
Gustavus Adolphus College(Private),private,,science,236000,209000
Rhode Island College(Out-of-State),outofstate,,science,236000,128000
University of Louisville(In-State),instate,,science,236000,98400
University of Wyoming(Out-of-State),outofstate,,science,236000,117000
Edinboro University of Pennsylvania(In-State),instate,,science,235000,89000
Gettysburg College(Private),private,,science,235000,246000
Reed College(Private),private,,science,235000,253000
Truman State University(Out-of-State),outofstate,,science,235000,106000
University of Arkansas at Little Rock(Out-of-State),outofstate,,science,235000,133000
University of Minnesota-Duluth(Out-of-State),outofstate,,science,235000,110000
Bowdoin College(Private),private,,science,234000,251000
Colorado State University-Fort Collins(In-State),instate,,science,234000,95300
East Carolina University(In-State),instate,,science,234000,83700
SUNY Oneonta(In-State),instate,,science,234000,90600
University of Arkansas(In-State),instate,,science,234000,93100
University of Mississippi(In-State),instate,,science,234000,92100
University of South Carolina-Columbia(In-State),instate,,science,234000,103000
Siena College(Private),private,,science,233000,199000
Southern Illinois University-Edwardsville(Out-of-State),outofstate,,science,233000,139000
Towson University(In-State),instate,,science,233000,96900
University of Oregon(In-State),instate,,science,233000,99700
Indiana University-Purdue University-Fort Wayne(In-State),instate,,science,232000,88500
Vanderbilt University(Private),private,,science,232000,252000
West Chester University of Pennsylvania(In-State),instate,,science,232000,104000
University of Miami(Private),private,,science,231000,250000
Marshall University(Out-of-State),outofstate,,science,230000,114000
Oregon State University(In-State),instate,,science,230000,101000
University of Georgia(In-State),instate,,science,230000,96100
University of California-Riverside(Out-of-State),outofstate,,science,229000,230000
Western Kentucky University(Out-of-State),outofstate,,science,229000,135000
Emory University(Private),private,,science,228000,249000
Bates College(Private),private,,science,227000,255000
Eastern Michigan University(Out-of-State),outofstate,,science,227000,154000
Fort Lewis College(In-State),instate,,science,227000,96500
Southeast Missouri State University(Out-of-State),outofstate,,science,227000,101000
Tennessee Technological University(In-State),instate,,science,227000,96900
University of Iowa(Out-of-State),outofstate,,science,227000,163000
University of New Orleans(Out-of-State),outofstate,,science,227000,139000
University of North Carolina Wilmington(In-State),instate,,science,227000,87300
Edinboro University of Pennsylvania(Out-of-State),outofstate,,science,226000,98100
Montana State University(Out-of-State),outofstate,,science,226000,140000
SUNY at Fredonia(Out-of-State),outofstate,,science,226000,130000
Auburn University(In-State),instate,,science,225000,115000
Eastern Washington University(Out-of-State),outofstate,,science,225000,144000
Frostburg State University(Out-of-State),outofstate,,science,224000,128000
Radford University(In-State),instate,,science,224000,86600
University of North Florida(In-State),instate,,science,224000,84000
Minnesota State University-Mankato(In-State),instate,,science,223000,74900
Occidental College(Private),private,,science,223000,265000
Arizona State University-Tempe(Out-of-State),outofstate,,science,222000,160000
The University of Tennessee-Knoxville(In-State),instate,,science,222000,117000
University of Hawaii at Manoa(In-State),instate,,science,222000,107000
University of Michigan-Ann Arbor(Out-of-State),outofstate,,science,222000,226000
University of Missouri-St Louis(Out-of-State),outofstate,,science,222000,153000
Xavier University(Private),private,,science,222000,194000
Clemson University(Out-of-State),outofstate,,science,221000,188000
Kutztown University of Pennsylvania(In-State),instate,,science,221000,95100
University of Wisconsin-Stevens Point(In-State),instate,,science,221000,69600
Central Washington University(Out-of-State),outofstate,,science,220000,141000
The University of Texas at San Antonio(Out-of-State),outofstate,,science,220000,123000
University of Toledo(In-State),instate,,science,220000,98100
College of William and Mary(Out-of-State),outofstate,,science,219000,217000
Florida International University(Out-of-State),outofstate,,science,219000,142000
Morgan State University(In-State),instate,,science,219000,93500
University of Missouri-Columbia(Out-of-State),outofstate,,science,219000,158000
Appalachian State University(In-State),instate,,science,218000,75800
Saint Cloud State University(In-State),instate,,science,217000,77700
Texas Woman's University(Out-of-State),outofstate,,science,217000,115000
Iowa State University(In-State),instate,,science,216000,77200
Loyola University Chicago(Private),private,,science,216000,220000
Saint Louis University(Private),private,,science,216000,220000
Seattle Pacific University(Private),private,,science,215000,204000
University of North Georgia(Out-of-State),outofstate,,science,215000,107000
Arkansas State University-Main Campus(Out-of-State),outofstate,,science,213000,109000
Bowling Green State University-Main Campus(In-State),instate,,science,213000,96200
Portland State University(Out-of-State),outofstate,,science,213000,158000
Southeastern Louisiana University(In-State),instate,,science,213000,76000
The University of Alabama(In-State),instate,,science,213000,111000
Michigan State University(In-State),instate,,science,212000,103000
University of Wisconsin-Platteville(Out-of-State),outofstate,,science,212000,104000
Texas A & M University-Corpus Christi(Out-of-State),outofstate,,science,211000,119000
Boise State University(Out-of-State),outofstate,,science,210000,134000
University of South Dakota(In-State),instate,,science,210000,82800
George Mason University(Out-of-State),outofstate,,science,209000,187000
Florida Atlantic University(In-State),instate,,science,208000,88400
Northeastern State University(Out-of-State),outofstate,,science,208000,91400
University of Nebraska-Lincoln(Out-of-State),outofstate,,science,208000,149000
Wichita State University(Out-of-State),outofstate,,science,207000,116000
Florida State University(In-State),instate,,science,204000,87800
Kansas State University(Out-of-State),outofstate,,science,204000,145000
University of South Alabama(In-State),instate,,science,204000,80600
Baylor University(Private),private,,science,203000,224000
Hope College(Private),private,,science,203000,168000
The University of Texas at Arlington(Out-of-State),outofstate,,science,203000,133000
Auburn University at Montgomery(Out-of-State),outofstate,,science,202000,124000
Elon University(Private),private,,science,202000,184000
Murray State University(Out-of-State),outofstate,,science,202000,132000
SUNY College at Geneseo(In-State),instate,,science,202000,92000
University of Alabama at Birmingham(In-State),instate,,science,202000,97400
University of Florida(In-State),instate,,science,202000,81600
University of Northern Colorado(Out-of-State),outofstate,,science,202000,135000
Wayne State University(Out-of-State),outofstate,,science,202000,151000
Middle Tennessee State University(In-State),instate,,science,200000,86300
Stephen F Austin State University(In-State),instate,,science,199000,89100
University of South Dakota(Out-of-State),outofstate,,science,199000,93800
Washington State University(Out-of-State),outofstate,,science,199000,165000
University of Illinois at Chicago(Out-of-State),outofstate,,science,198000,169000
University of Wisconsin-Milwaukee(Out-of-State),outofstate,,science,198000,132000
University of Central Oklahoma(In-State),instate,,science,197000,76600
University of Kentucky(In-State),instate,,science,197000,104000
University of South Florida-Main Campus(Out-of-State),outofstate,,science,197000,128000
SUNY Oneonta(Out-of-State),outofstate,,science,195000,129000
Wright State University-Main Campus(In-State),instate,,science,195000,92000
Minnesota State University-Mankato(Out-of-State),outofstate,,science,193000,105000
Western Michigan University(Out-of-State),outofstate,,science,193000,151000
Michigan Technological University(In-State),instate,,science,192000,109000
Mississippi State University(Out-of-State),outofstate,,science,192000,138000
University of North Carolina at Greensboro(In-State),instate,,science,190000,77600
Sacred Heart University(Private),private,,science,189000,220000
University of Wisconsin-Stevens Point(Out-of-State),outofstate,,science,189000,101000
West Chester University of Pennsylvania(Out-of-State),outofstate,,science,189000,146000
Eastern Illinois University(In-State),instate,,science,188000,95600
Indiana University-Purdue University-Fort Wayne(Out-of-State),outofstate,,science,188000,132000
South Dakota State University(In-State),instate,,science,188000,96900
Grand Valley State University(In-State),instate,,science,187000,89300
Towson University(Out-of-State),outofstate,,science,186000,144000
Fort Lewis College(Out-of-State),outofstate,,science,185000,138000
Saint Cloud State University(Out-of-State),outofstate,,science,185000,109000
University of Colorado Colorado Springs(In-State),instate,,science,185000,91000
Central Michigan University(In-State),instate,,science,184000,90900
Southern Oregon University(In-State),instate,,science,184000,94400
University of Vermont(Out-of-State),outofstate,,science,184000,210000
Bowling Green State University-Main Campus(Out-of-State),outofstate,,science,183000,126000
Grinnell College(Private),private,,science,183000,241000
The University of West Florida(In-State),instate,,science,183000,78600
University of Akron Main Campus(In-State),instate,,science,183000,99000
University of Arkansas(Out-of-State),outofstate,,science,183000,144000
University of Mississippi(Out-of-State),outofstate,,science,183000,143000
University of Toledo(Out-of-State),outofstate,,science,183000,135000
Virginia Commonwealth University(Out-of-State),outofstate,,science,183000,191000
Morgan State University(Out-of-State),outofstate,,science,181000,132000
The University of Montana(Out-of-State),outofstate,,science,181000,142000
Trinity College(Private),private,,science,181000,262000
University of Southern Mississippi(In-State),instate,,science,181000,82900
Xavier University of Louisiana(Private),private,,science,181000,135000
Kutztown University of Pennsylvania(Out-of-State),outofstate,,science,179000,138000
Southern Illinois University-Carbondale(In-State),instate,,science,179000,106000
Wheaton College (Massachusetts)(Private),private,,science,179000,244000
Ball State University(In-State),instate,,science,178000,92600
University of Louisville(Out-of-State),outofstate,,science,178000,156000
University of North Dakota(In-State),instate,,science,178000,82700
East Tennessee State University(In-State),instate,,science,177000,93500
Indiana University of Pennsylvania-Main Campus(In-State),instate,,science,177000,99900
Northern Arizona University(In-State),instate,,science,177000,99400
Pace University-New York(Private),private,,science,177000,242000
South Dakota State University(Out-of-State),outofstate,,science,177000,108000
Tarleton State University(In-State),instate,,science,177000,74400
The University of Tennessee-Chattanooga(Out-of-State),outofstate,,science,177000,151000
Austin Peay State University(In-State),instate,,science,176000,90400
Eastern Kentucky University(In-State),instate,,science,176000,80200
University of North Carolina at Asheville(In-State),instate,,science,176000,78300
University of South Alabama(Out-of-State),outofstate,,science,176000,108000
Radford University(Out-of-State),outofstate,,science,175000,136000
University of Dayton(Private),private,,science,175000,211000
Kent State University at Kent(In-State),instate,,science,174000,101000
East Carolina University(Out-of-State),outofstate,,science,173000,145000
University of North Carolina Wilmington(Out-of-State),outofstate,,science,173000,141000
SUNY Buffalo State(In-State),instate,,science,171000,92000
Ohio State University-Main Campus(Out-of-State),outofstate,,science,170000,170000
University of Nebraska at Omaha(In-State),instate,,science,170000,80300
Grand Valley State University(Out-of-State),outofstate,,science,169000,108000
University of Wisconsin-Oshkosh(In-State),instate,,science,168000,73000
Colorado State University-Fort Collins(Out-of-State),outofstate,,science,167000,162000
Tennessee Technological University(Out-of-State),outofstate,,science,166000,158000
University of Central Missouri(In-State),instate,,science,166000,75300
University of North Florida(Out-of-State),outofstate,,science,166000,142000
Pittsburg State University(In-State),instate,,science,165000,72900
Albion College(Private),private,,science,164000,204000
Appalachian State University(Out-of-State),outofstate,,science,164000,130000
Iowa State University(Out-of-State),outofstate,,science,164000,129000
Southeastern Louisiana University(Out-of-State),outofstate,,science,164000,125000
SUNY College at Geneseo(Out-of-State),outofstate,,science,163000,131000
SUNY College of Environmental Science and Forestry(In-State),instate,,science,163000,101000
University of Alabama at Birmingham(Out-of-State),outofstate,,science,163000,136000
Augustana College(Private),private,,science,162000,199000
University of Central Oklahoma(Out-of-State),outofstate,,science,162000,112000
Wright State University-Main Campus(Out-of-State),outofstate,,science,162000,125000
Fayetteville State University(In-State),instate,,science,161000,59800
Longwood University(In-State),instate,,science,161000,101000
Juniata College(Private),private,,science,160000,210000
Oregon State University(Out-of-State),outofstate,,science,160000,170000
University of South Carolina-Columbia(Out-of-State),outofstate,,science,160000,177000
Florida Atlantic University(Out-of-State),outofstate,,science,159000,138000
Stephen F Austin State University(Out-of-State),outofstate,,science,159000,130000
Colorado College(Private),private,,science,157000,248000
University of Georgia(Out-of-State),outofstate,,science,157000,169000
Auburn University(Out-of-State),outofstate,,science,156000,184000
The University of Texas at El Paso(In-State),instate,,science,156000,86000
University of Southern Indiana(In-State),instate,,science,156000,76500
Wittenberg University(Private),private,,science,153000,203000
Youngstown State University(In-State),instate,,science,153000,86300
Youngstown State University(Out-of-State),outofstate,,science,152000,87300
Georgia Southern University(In-State),instate,,science,151000,90900
Oklahoma State University-Main Campus(In-State),instate,,science,151000,89000
Old Dominion University(In-State),instate,,science,151000,94000
The University of Alabama(Out-of-State),outofstate,,science,151000,173000
Eastern Illinois University(Out-of-State),outofstate,,science,150000,134000
University of Wisconsin-Green Bay(In-State),instate,,science,150000,74200
University of Akron Main Campus(Out-of-State),outofstate,,science,149000,133000
Hampton University(Private),private,,science,148000,145000
The University of Tennessee-Knoxville(Out-of-State),outofstate,,science,148000,191000
The Evergreen State College(In-State),instate,,science,147000,88600
University of Oregon(Out-of-State),outofstate,,science,147000,185000
University of Southern Mississippi(Out-of-State),outofstate,,science,147000,117000
Ferris State University(In-State),instate,,science,146000,89600
Jackson State University(In-State),instate,,science,146000,87200
University of Central Arkansas(In-State),instate,,science,146000,80400
University of Kentucky(Out-of-State),outofstate,,science,146000,155000
Florida State University(Out-of-State),outofstate,,science,144000,148000
University of New Mexico-Main Campus(In-State),instate,,science,144000,82800
Syracuse University(Private),private,,science,143000,241000
University of Colorado Colorado Springs(Out-of-State),outofstate,,science,143000,133000
University of Hawaii at Manoa(Out-of-State),outofstate,,science,143000,186000
University of Southern Maine(In-State),instate,,science,143000,91900
Cleveland State University(In-State),instate,,science,141000,103000
Kent State University at Kent(Out-of-State),outofstate,,science,141000,134000
Tarleton State University(Out-of-State),outofstate,,science,141000,110000
Furman University(Private),private,,science,140000,240000
University of Central Missouri(Out-of-State),outofstate,,science,140000,101000
Clark Atlanta University(Private),private,,science,139000,147000
Eastern Kentucky University(Out-of-State),outofstate,,science,139000,118000
University of Central Florida(In-State),instate,,science,138000,86200
University of Wisconsin-Oshkosh(Out-of-State),outofstate,,science,138000,103000
Allegheny College(Private),private,,science,137000,222000
Central Michigan University(Out-of-State),outofstate,,science,137000,139000
Ohio University-Main Campus(In-State),instate,,science,137000,102000
Middle Tennessee State University(Out-of-State),outofstate,,science,135000,152000
University of North Dakota(Out-of-State),outofstate,,science,135000,126000
Winthrop University(In-State),instate,,science,135000,106000
SUNY Buffalo State(Out-of-State),outofstate,,science,132000,131000
University of North Carolina at Greensboro(Out-of-State),outofstate,,science,132000,136000
Indiana University of Pennsylvania-Main Campus(Out-of-State),outofstate,,science,131000,145000
The University of West Florida(Out-of-State),outofstate,,science,131000,130000
Michigan Technological University(Out-of-State),outofstate,,science,130000,172000
Southern Oregon University(Out-of-State),outofstate,,science,129000,149000
Texas Southern University(In-State),instate,,science,129000,99700
Cleveland State University(Out-of-State),outofstate,,science,127000,117000
Southern Illinois University-Carbondale(Out-of-State),outofstate,,science,127000,158000
Augusta University(In-State),instate,,science,126000,82500
Calvin College(Private),private,,science,126000,173000
Northern Arizona University(Out-of-State),outofstate,,science,126000,151000
University of Nebraska at Omaha(Out-of-State),outofstate,,science,125000,126000
Pittsburg State University(Out-of-State),outofstate,,science,124000,114000
SUNY College of Environmental Science and Forestry(Out-of-State),outofstate,,science,124000,140000
Michigan State University(Out-of-State),outofstate,,science,122000,193000
University of Central Arkansas(Out-of-State),outofstate,,science,122000,104000
University of Maine(In-State),instate,,science,122000,94200
Delaware Valley University(Private),private,,science,121000,200000
Ferris State University(Out-of-State),outofstate,,science,121000,115000
Lycoming College(Private),private,,science,121000,196000
Norfolk State University(In-State),instate,,science,121000,91700
University of Wisconsin-Green Bay(Out-of-State),outofstate,,science,120000,105000
DePaul University(Private),private,,science,118000,207000
University of Northern Iowa(In-State),instate,,science,118000,80900
University of Southern Indiana(Out-of-State),outofstate,,science,118000,115000
Austin Peay State University(Out-of-State),outofstate,,science,117000,149000
Ball State University(Out-of-State),outofstate,,science,117000,154000
Fayetteville State University(Out-of-State),outofstate,,science,115000,105000
University of North Carolina at Asheville(Out-of-State),outofstate,,science,115000,139000
Western Carolina University(In-State),instate,,science,115000,78500
University of Florida(Out-of-State),outofstate,,science,113000,171000
Cornell College(Private),private,,science,111000,206000
East Tennessee State University(Out-of-State),outofstate,,science,111000,159000
Georgia Southern University(Out-of-State),outofstate,,science,109000,132000
The University of Texas at El Paso(Out-of-State),outofstate,,science,108000,134000
Jackson State University(Out-of-State),outofstate,,science,107000,126000
Longwood University(Out-of-State),outofstate,,science,106000,156000
Ohio University-Main Campus(Out-of-State),outofstate,,science,101000,139000
Oklahoma State University-Main Campus(Out-of-State),outofstate,,science,98600,141000
University of Southern Maine(Out-of-State),outofstate,,science,98200,136000
Kalamazoo College(Private),private,,science,95100,215000
SUNY College at Oswego(In-State),instate,,science,94400,91100
The Evergreen State College(Out-of-State),outofstate,,science,90900,145000
Valparaiso University(Private),private,,science,89000,194000
University of New Mexico-Main Campus(Out-of-State),outofstate,,science,87100,139000
Francis Marion University(In-State),instate,,science,86800,87300
Old Dominion University(Out-of-State),outofstate,,science,85900,160000
SUNY College at Brockport(In-State),instate,,science,83900,88300
Texas Southern University(Out-of-State),outofstate,,science,83500,145000
Winthrop University(Out-of-State),outofstate,,science,82400,159000
College of Charleston(In-State),instate,,science,82100,111000
Western Illinois University(In-State),instate,,science,81700,101000
University of Northern Iowa(Out-of-State),outofstate,,science,77500,121000
Augusta University(Out-of-State),outofstate,,science,76100,132000
Western Carolina University(Out-of-State),outofstate,,science,74100,119000
University of Central Florida(Out-of-State),outofstate,,science,73600,151000
Norfolk State University(Out-of-State),outofstate,,science,71900,141000
Western Illinois University(Out-of-State),outofstate,,science,64500,118000
SUNY College at Oswego(Out-of-State),outofstate,,science,55600,130000
University of Maine(Out-of-State),outofstate,,science,49600,167000
Francis Marion University(Out-of-State),outofstate,,science,49100,125000
SUNY College at Brockport(Out-of-State),outofstate,,science,45600,127000
Ohio Wesleyan University(Private),private,,science,42000,231000
Ohio Northern University(Private),private,,science,27600,182000
Campbell University(Private),private,,science,26600,180000
College of Charleston(Out-of-State),outofstate,,science,12900,180000
Tulane University of Louisiana(Private),private,,science,-21800,256000
University of New England(Private),private,,science,-51000,206000
University of Massachusetts-Boston(In-State),instate,,science,N/A,N/A
University of Massachusetts-Boston(Out-of-State),outofstate,,science,N/A,N/A
Metropolitan State University of Denver(In-State),instate,,science,N/A,N/A
Metropolitan State University of Denver(Out-of-State),outofstate,,science,N/A,N/A
Metropolitan State University(In-State),instate,,science,N/A,N/A
Metropolitan State University(Out-of-State),outofstate,,science,N/A,N/A
Duke University(Private),private,,social work & criminal justice,784000,262000
Oklahoma State University-Main Campus(In-State),instate,,social work & criminal justice,539000,89000
Oklahoma State University-Main Campus(Out-of-State),outofstate,,social work & criminal justice,487000,141000
California State University-East Bay(In-State),instate,,social work & criminal justice,436000,93500
University of Maryland-College Park(In-State),instate,,social work & criminal justice,436000,99300
University of Southern California(Private),private,,social work & criminal justice,428000,264000
University of California-Berkeley(In-State),instate,,social work & criminal justice,414000,139000
Rutgers University-New Brunswick(In-State),instate,,social work & criminal justice,410000,121000
