major,college_name,college_type,financial_aid,roi,total_cost
art,Concordia College at Moorhead(Private),private,1.0,62300,181000
art,Eastern Kentucky University(Out-of-State),outofstate,1.0,61300,118000
art,University of Minnesota-Duluth(In-State),instate,1.0,60200,94700
art,University of New Orleans(Out-of-State),outofstate,1.0,60200,139000
art,Northern Kentucky University(Out-of-State),outofstate,1.0,60100,117000
art,University of Wisconsin-Stevens Point(In-State),instate,1.0,59800,69600
art,Youngstown State University(In-State),instate,1.0,59500,86300
art,Minnesota State University-Mankato(In-State),instate,1.0,59300,74900
art,Seattle Pacific University(Private),private,1.0,59100,204000
art,University of Wisconsin-Green Bay(Out-of-State),outofstate,1.0,59000,105000
art,University of Hawaii at Manoa(Out-of-State),outofstate,1.0,58800,186000
art,Indiana University-Purdue University-Indianapolis(Out-of-State),outofstate,1.0,58700,172000
art,Youngstown State University(Out-of-State),outofstate,1.0,58500,87300
art,Illinois Wesleyan University(Private),private,1.0,58100,214000
art,SUNY College at Oswego(Out-of-State),outofstate,1.0,57400,130000
art,East Carolina University(In-State),instate,1.0,57200,83700
art,University of New Haven(Private),private,1.0,57200,210000
art,SUNY at Fredonia(In-State),instate,1.0,56600,91000
art,Samford University(Private),private,1.0,56600,172000
art,Western Kentucky University(In-State),instate,1.0,56600,78200
art,The University of Tampa(Private),private,1.0,56300,164000
art,Stony Brook University(Out-of-State),outofstate,1.0,56200,151000
art,Lawrence University(Private),private,1.0,55100,218000
art,Radford University(Out-of-State),outofstate,1.0,55100,136000
art,Wright State University-Main Campus(In-State),instate,1.0,55000,92000
art,Florida Atlantic University(Out-of-State),outofstate,1.0,54900,138000
art,Pennsylvania College of Technology(In-State),instate,1.0,53900,124000
art,Franklin Pierce University(Private),private,1.0,53700,192000
art,Southern Illinois University-Carbondale(Out-of-State),outofstate,1.0,53700,158000
art,University of Central Florida(Out-of-State),outofstate,1.0,52900,151000
art,La Roche College(Private),private,1.0,52200,160000
art,Bowling Green State University-Main Campus(Out-of-State),outofstate,1.0,51200,126000
art,Indiana University-Purdue University-Fort Wayne(In-State),instate,1.0,50700,88500
art,SUNY College at Plattsburgh(In-State),instate,1.0,50400,90500
art,The University of Tennessee-Knoxville(Out-of-State),outofstate,1.0,50100,191000
art,University of New Hampshire-Main Campus(Out-of-State),outofstate,1.0,49800,178000
art,University of North Carolina Wilmington(In-State),instate,1.0,49300,87300
art,Kutztown University of Pennsylvania(Out-of-State),outofstate,1.0,49000,138000
art,University of Nebraska-Lincoln(Out-of-State),outofstate,1.0,48800,149000
art,University of Central Oklahoma(In-State),instate,1.0,48700,76600
art,Sam Houston State University(Out-of-State),outofstate,1.0,48500,119000
art,University of Wisconsin-Milwaukee(In-State),instate,1.0,48000,91600
art,Montana State University(In-State),instate,1.0,47900,79800
art,University of Central Missouri(In-State),instate,1.0,47900,75300
art,Grand Valley State University(In-State),instate,1.0,47600,89300
art,Morehead State University(In-State),instate,1.0,47500,79800
art,Winthrop University(Out-of-State),outofstate,1.0,47500,159000
art,University of Louisville(In-State),instate,1.0,46900,98400
art,The University of West Florida(In-State),instate,1.0,46800,78600
art,Truman State University(Out-of-State),outofstate,1.0,46800,106000
art,University of Nevada-Reno(In-State),instate,1.0,46300,91500
art,Rhode Island College(In-State),instate,1.0,46100,83300
art,Northern Arizona University(Out-of-State),outofstate,1.0,45800,151000
art,Salem State University(Out-of-State),outofstate,1.0,45600,120000
art,University of Minnesota-Duluth(Out-of-State),outofstate,1.0,44600,110000
art,Belmont University(Private),private,1.0,43900,184000
art,The University of Texas at San Antonio(Out-of-State),outofstate,1.0,43600,123000
art,Westfield State University(In-State),instate,1.0,43400,88500
art,University of Southern Indiana(In-State),instate,1.0,43300,76500
art,Florida International University(Out-of-State),outofstate,1.0,42200,142000
art,Southern Illinois University-Edwardsville(Out-of-State),outofstate,1.0,39800,139000
art,University of Arkansas(Out-of-State),outofstate,1.0,39600,144000
art,University of South Florida-Main Campus(Out-of-State),outofstate,1.0,39500,128000
art,Humboldt State University(Out-of-State),outofstate,1.0,39400,137000
art,Appalachian State University(Out-of-State),outofstate,1.0,39200,130000
art,Fort Hays State University(Out-of-State),outofstate,1.0,38900,103000
art,University of Northern Iowa(In-State),instate,1.0,38900,80900
art,South Dakota State University(In-State),instate,1.0,38800,96900
art,University of Pittsburgh-Pittsburgh Campus(Out-of-State),outofstate,1.0,38400,172000
art,Missouri State University-Springfield(Out-of-State),outofstate,1.0,38300,107000
art,University of Arizona(Out-of-State),outofstate,1.0,37700,183000
art,Jacksonville State University(Out-of-State),outofstate,1.0,37500,112000
art,Mississippi State University(Out-of-State),outofstate,1.0,37200,138000
art,Shenandoah University(Private),private,1.0,36600,178000
art,University of Wisconsin-Whitewater(In-State),instate,1.0,36600,70400
art,East Tennessee State University(Out-of-State),outofstate,1.0,36100,159000
art,Minnesota State University Moorhead(Out-of-State),outofstate,1.0,35800,107000
art,University of Louisiana at Lafayette(In-State),instate,1.0,35300,84700
art,The University of Tennessee-Chattanooga(In-State),instate,1.0,35200,87400
art,University of New Mexico-Main Campus(Out-of-State),outofstate,1.0,35000,139000
art,Virginia Commonwealth University(Out-of-State),outofstate,1.0,34800,191000
art,University of Puget Sound(Private),private,1.0,33900,235000
art,Wittenberg University(Private),private,1.0,33900,203000
art,University of Rochester(Private),private,1.0,33600,258000
art,The Evergreen State College(Out-of-State),outofstate,1.0,32800,145000
art,University of Nebraska at Kearney(In-State),instate,1.0,32700,83700
art,University of South Carolina-Columbia(In-State),instate,1.0,32100,103000
art,Indiana University of Pennsylvania-Main Campus(In-State),instate,1.0,31200,99900
art,Meredith College(Private),private,1.0,31200,181000
art,Clark Atlanta University(Private),private,1.0,30500,147000
art,Lamar University(In-State),instate,1.0,29900,85700
art,Saginaw Valley State University(In-State),instate,1.0,29900,80100
art,Minnesota State University-Mankato(Out-of-State),outofstate,1.0,28800,105000
art,Grand Valley State University(Out-of-State),outofstate,1.0,28700,108000
art,University of Southern Mississippi(Out-of-State),outofstate,1.0,28500,117000
art,University of Wisconsin-Stevens Point(Out-of-State),outofstate,1.0,28100,101000
art,University of North Florida(Out-of-State),outofstate,1.0,27900,142000
art,South Dakota State University(Out-of-State),outofstate,1.0,27800,108000
art,Pennsylvania College of Technology(Out-of-State),outofstate,1.0,27700,150000
art,Viterbo University(Private),private,1.0,27600,145000
art,University of Wisconsin-La Crosse(In-State),instate,1.0,27500,71400
art,Moore College of Art and Design(Private),private,1.0,26400,216000
art,West Texas A & M University(In-State),instate,1.0,23800,80000
art,Kansas State University(Out-of-State),outofstate,1.0,23500,145000
art,Judson University(Private),private,1.0,23300,163000
art,Southeastern Louisiana University(Out-of-State),outofstate,1.0,22600,125000
art,Oakland University(Out-of-State),outofstate,1.0,22500,143000
art,Indiana State University(Out-of-State),outofstate,1.0,22400,125000
art,University of Central Missouri(Out-of-State),outofstate,1.0,22200,101000
art,Wright State University-Main Campus(Out-of-State),outofstate,1.0,22100,125000
art,University of Memphis(In-State),instate,1.0,21300,95800
art,DePauw University(Private),private,1.0,20900,229000
art,The University of Montana(Out-of-State),outofstate,1.0,20800,142000
art,University of Akron Main Campus(In-State),instate,1.0,20300,99000
art,West Texas A & M University(Out-of-State),outofstate,1.0,20300,83500
art,Florida State University(Out-of-State),outofstate,1.0,20200,148000
art,University of Wisconsin-Parkside(In-State),instate,1.0,19600,75400
art,Westfield State University(Out-of-State),outofstate,1.0,19100,113000
art,Eastern Washington University(In-State),instate,1.0,18900,88000
art,University of Central Arkansas(In-State),instate,1.0,18100,80400
art,SUNY at Fredonia(Out-of-State),outofstate,1.0,17800,130000
art,Capital University(Private),private,1.0,17700,183000
art,University of Kentucky(Out-of-State),outofstate,1.0,17600,155000
art,Valdosta State University(In-State),instate,1.0,17100,81800
art,Webster University(Private),private,1.0,17000,171000
art,Elon University(Private),private,1.0,16900,184000
art,Old Dominion University(Out-of-State),outofstate,1.0,16200,160000
art,Mississippi College(Private),private,1.0,15900,117000
art,Southern Connecticut State University(Out-of-State),outofstate,1.0,15700,144000
art,Bennington College(Private),private,1.0,13900,260000
art,University of Central Oklahoma(Out-of-State),outofstate,1.0,13500,112000
art,SUNY College at Plattsburgh(Out-of-State),outofstate,1.0,11600,129000
art,University of Toledo(In-State),instate,1.0,10600,98100
art,University of Nebraska at Kearney(Out-of-State),outofstate,1.0,9000,107000
art,Ball State University(Out-of-State),outofstate,1.0,8900,154000
art,Cazenovia College(Private),private,1.0,8900,184000
art,Georgia Southern University(In-State),instate,1.0,8400,90900
art,Eastern Michigan University(Out-of-State),outofstate,1.0,8200,154000
art,Alfred University(Private),private,1.0,8100,165000
art,Morehead State University(Out-of-State),outofstate,1.0,8100,119000
art,University of Wisconsin-Milwaukee(Out-of-State),outofstate,1.0,8000,132000
art,Pittsburg State University(In-State),instate,1.0,7000,72900
art,Indiana University-Purdue University-Fort Wayne(Out-of-State),outofstate,1.0,6900,132000
art,Carroll University(Private),private,1.0,5900,168000
art,University of Southern Indiana(Out-of-State),outofstate,1.0,5100,115000
art,University of Wisconsin-Whitewater(Out-of-State),outofstate,1.0,4800,102000
art,Lindenwood University(Private),private,1.0,4100,124000
art,Valparaiso University(Private),private,1.0,3600,194000
art,Nazareth College(Private),private,1.0,1900,185000
art,Rhode Island College(Out-of-State),outofstate,1.0,1400,128000
art,University of Wisconsin-Oshkosh(In-State),instate,1.0,-200,73000
art,Western Kentucky University(Out-of-State),outofstate,1.0,-700,135000
art,University of Northern Iowa(Out-of-State),outofstate,1.0,-1200,121000
art,East Carolina University(Out-of-State),outofstate,1.0,-3600,145000
art,SUNY Buffalo State(In-State),instate,1.0,-3800,92000
art,University of Wisconsin-La Crosse(Out-of-State),outofstate,1.0,-4100,103000
art,The University of West Florida(Out-of-State),outofstate,1.0,-4700,130000
art,University of North Carolina Wilmington(Out-of-State),outofstate,1.0,-4700,141000
art,University of Central Arkansas(Out-of-State),outofstate,1.0,-5700,104000
art,College of Charleston(In-State),instate,1.0,-6200,111000
art,Lamar University(Out-of-State),outofstate,1.0,-6500,122000
art,University of Nevada-Reno(Out-of-State),outofstate,1.0,-9400,147000
art,University of Louisville(Out-of-State),outofstate,1.0,-10200,156000
art,University of Wisconsin-Parkside(Out-of-State),outofstate,1.0,-11500,107000
art,Montana State University(Out-of-State),outofstate,1.0,-12200,140000
art,University of Akron Main Campus(Out-of-State),outofstate,1.0,-13700,133000
art,University of Louisiana at Lafayette(Out-of-State),outofstate,1.0,-14200,134000
art,Indiana University of Pennsylvania-Main Campus(Out-of-State),outofstate,1.0,-14400,145000
art,University of West Georgia(In-State),instate,1.0,-15800,88500
art,Point Park University(Private),private,1.0,-16500,167000
art,Converse College(Private),private,1.0,-16600,137000
art,Saginaw Valley State University(Out-of-State),outofstate,1.0,-17800,128000
